timestamp,src_ip,dst_ip,protocol,src_port,dst_port,length,tcp_flags,tcp_seq,tcp_ack,payload_size
1780057193.635433,172.20.0.20,172.20.0.10,TCP,33270,5001,74,S,619931144,0,0
1780057193.635574,172.20.0.10,172.20.0.20,TCP,5001,33270,74,SA,1503436984,619931145,0
1780057193.686262,172.20.0.20,172.20.0.10,TCP,33270,5001,66,A,619931145,1503436985,0
1780057193.686269,172.20.0.20,172.20.0.10,TCP,33270,5001,193,PA,619931145,1503436985,127
1780057193.686428,172.20.0.10,172.20.0.20,TCP,5001,33270,66,A,1503436985,619931272,0
1780057193.68806,172.20.0.10,172.20.0.20,TCP,5001,33270,68,PA,1503436985,619931272,2
1780057193.738529,172.20.0.20,172.20.0.10,TCP,33270,5001,66,A,619931272,1503436987,0
1780057193.738536,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,619931272,1503436987,2896
1780057193.738537,172.20.0.20,172.20.0.10,TCP,33270,5001,1266,PA,619934168,1503436987,1200
1780057193.738538,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,619935368,1503436987,2896
1780057193.738538,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,619938264,1503436987,2896
1780057193.738539,172.20.0.20,172.20.0.10,TCP,33270,5001,1514,A,619941160,1503436987,1448
1780057193.73854,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,619942608,1503436987,2896
1780057193.738636,172.20.0.10,172.20.0.20,TCP,5001,33270,66,A,1503436987,619934168,0
1780057193.738653,172.20.0.10,172.20.0.20,TCP,5001,33270,66,A,1503436987,619938264,0
1780057193.738658,172.20.0.10,172.20.0.20,TCP,5001,33270,66,A,1503436987,619941160,0
1780057193.738678,172.20.0.10,172.20.0.20,TCP,5001,33270,66,A,1503436987,619945504,0
1780057193.788781,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,619945504,1503436987,2896
1780057193.788786,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,619948400,1503436987,2896
1780057193.788787,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,619951296,1503436987,2896
1780057193.788788,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,619954192,1503436987,2896
1780057193.788789,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,619957088,1503436987,2896
1780057193.788789,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,619959984,1503436987,2896
1780057193.78879,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,619962880,1503436987,2896
1780057193.788791,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,619965776,1503436987,2896
1780057193.788791,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,619968672,1503436987,2896
1780057193.788792,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,619971568,1503436987,2896
1780057193.788864,172.20.0.10,172.20.0.20,TCP,5001,33270,66,A,1503436987,619948400,0
1780057193.788883,172.20.0.10,172.20.0.20,TCP,5001,33270,66,A,1503436987,619951296,0
1780057193.788897,172.20.0.10,172.20.0.20,TCP,5001,33270,66,A,1503436987,619974464,0
1780057193.8391,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,619974464,1503436987,2896
1780057193.839105,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,619980256,1503436987,2896
1780057193.839106,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,619983152,1503436987,2896
1780057193.839107,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,619986048,1503436987,2896
1780057193.839107,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,619991840,1503436987,2896
1780057193.839108,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,619994736,1503436987,2896
1780057193.839109,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,619997632,1503436987,2896
1780057193.839109,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,620000528,1503436987,2896
1780057193.83911,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,620003424,1503436987,2896
1780057193.839114,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,620006320,1503436987,2896
1780057193.839115,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,620009216,1503436987,2896
1780057193.839115,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,620012112,1503436987,2896
1780057193.839116,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,620015008,1503436987,2896
1780057193.839117,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,620017904,1503436987,2896
1780057193.839118,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,620020800,1503436987,2896
1780057193.839118,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,620023696,1503436987,2896
1780057193.83912,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,620026592,1503436987,2896
1780057193.83912,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,620029488,1503436987,2896
1780057193.839263,172.20.0.10,172.20.0.20,TCP,5001,33270,66,A,1503436987,619977360,0
1780057193.839281,172.20.0.10,172.20.0.20,TCP,5001,33270,78,A,1503436987,619977360,0
1780057193.839285,172.20.0.10,172.20.0.20,TCP,5001,33270,78,A,1503436987,619977360,0
1780057193.839291,172.20.0.10,172.20.0.20,TCP,5001,33270,78,A,1503436987,619977360,0
1780057193.840413,172.20.0.10,172.20.0.20,TCP,5001,33270,86,A,1503436987,619977360,0
1780057193.889838,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,620032384,1503436987,2896
1780057193.889843,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,620035280,1503436987,2896
1780057193.889844,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,620038176,1503436987,2896
1780057193.889845,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,619977360,1503436987,2896
1780057193.889846,172.20.0.20,172.20.0.10,TCP,33270,5001,1514,A,620041072,1503436987,1448
1780057193.889912,172.20.0.10,172.20.0.20,TCP,5001,33270,78,A,1503436987,619988944,0
1780057193.889928,172.20.0.10,172.20.0.20,TCP,5001,33270,78,A,1503436987,619988944,0
1780057193.890621,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,619988944,1503436987,2896
1780057193.890623,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,620042520,1503436987,2896
1780057193.890624,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,620045416,1503436987,2896
1780057193.890625,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,620048312,1503436987,2896
1780057193.890625,172.20.0.20,172.20.0.10,TCP,33270,5001,1514,A,620051208,1503436987,1448
1780057193.890626,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,620052656,1503436987,2896
1780057193.890627,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,620055552,1503436987,2896
1780057193.890627,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,620058448,1503436987,2896
1780057193.890628,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,620061344,1503436987,2896
1780057193.89063,172.20.0.20,172.20.0.10,TCP,33270,5001,2962,PA,620064240,1503436987,2896
1780057193.89063,172.20.0.20,172.20.0.10,TCP,33270,5001,1514,A,620067136,1503436987,1448
1780057193.890686,172.20.0.10,172.20.0.20,TCP,5001,33270,66,A,1503436987,620042520,0
1780057193.890695,172.20.0.10,172.20.0.20,TCP,5001,33270,66,A,1503436987,620045416,0
1780057193.890696,172.20.0.10,172.20.0.20,TCP,5001,33270,66,A,1503436987,620048312,0
1780057193.890698,172.20.0.10,172.20.0.20,TCP,5001,33270,66,A,1503436987,620051208,0
